mean,lower_bound,upper_bound,count,confidence,group,evaluation_id,conditions
39.418060359187955,35.80891931577813,43.02720140259778,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
37.3908039804849,33.93063611824751,40.85097184272228,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
36.849558987739805,32.97787696882891,40.7212410066507,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
30.470464940826005,26.627064914469848,34.31386496718216,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
16.62767740919889,13.076505622356493,20.178849196041284,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
16.183548484089748,12.757688619646386,19.60940834853311,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
13.389179508895594,10.359455302561198,16.41890371522999,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
11.383220197315449,8.680553413324986,14.085886981305912,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
11.858703719174295,9.033894092038967,14.683513346309624,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
10.645596844562006,8.288356924716604,13.002836764407407,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
10.242479036599457,7.529701029745663,12.955257043453251,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
7.891787995202472,5.733184375954322,10.050391614450621,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
16.081411331870076,12.594414215376485,19.568408448363666,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,none
16.146332093606585,12.58069330536226,19.71197088185091,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,respond
13.581412882679182,10.505929930188888,16.656895835169475,200,0.95,Qwen2.5-7B-Instruct,ultrachat,none
11.858829787739005,9.026897697171414,14.690761878306596,200,0.95,Qwen2.5-7B-Instruct,ultrachat,respond
