mean,lower_bound,upper_bound,count,confidence,group,evaluation_id,conditions
83.69304347799057,81.82977514344427,85.55631181253688,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
84.64452395180611,83.1172503344799,86.17179756913231,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
84.8061916010215,83.45148527393417,86.16089792810882,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
85.53100191316858,84.28496692199327,86.77703690434389,200,0.95,"T(poetic, mathematical100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
12.432808439771152,9.323125286983647,15.542491592558658,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
22.74810559387323,18.770405622017428,26.725805565729033,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
18.56605641613913,15.088442166397694,22.043670665880565,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
32.903640652000476,28.59041665486224,37.216864649138714,200,0.95,"T(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
71.78524063922897,67.9303748105665,75.64010646789144,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
82.41169063885536,80.10217789164439,84.72120338606634,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
69.30826550752,65.25100975383027,73.36552126120974,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
82.88291878935202,80.81664537406289,84.94919220464115,200,0.95,"R512(poetic, mathematical100%)I(mathematical)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
8.489592155559741,6.150583222448299,10.828601088671183,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,none
9.136246859695683,6.551902868155134,11.720590851236233,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,respond
17.208058916968554,13.663229353629275,20.75288848030783,200,0.95,Qwen2.5-7B-Instruct,ultrachat,none
15.33374387403082,11.941394103754902,18.726093644306737,200,0.95,Qwen2.5-7B-Instruct,ultrachat,respond
